,KNeighborsClassifier,SVC,DecisionTreeClassifier,RandomForestClassifier,GaussianNB,LogisticRegression,AdaBoostClassifier,GradientBoostingClassifier,LinearDiscriminantAnalysis,QuadraticDiscriminantAnalysis,"SVC,GaussianNB"
0,0.8244444444444445,0.8500000000000001,0.8277777777777777,0.8322222222222222,0.7955555555555556,0.8288888888888887,0.8377777777777778,0.8444444444444444,0.8111111111111109,0.8222222222222221,0.848888888888889
1,0.8066666666666668,0.8144444444444444,0.8211111111111111,0.8133333333333332,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
2,0.7934904601571268,0.8226711560044894,0.8024691358024691,0.802469135802469,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
3,0.8100558659217878,0.823463687150838,0.8212290502793296,0.8256983240223464,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8268156424581006,0.7988826815642458,0.8100558659217878,0.8201117318435754
4,0.8244444444444445,0.8500000000000001,0.8266666666666665,0.8355555555555556,0.7955555555555556,0.8288888888888887,0.8377777777777778,0.8444444444444444,0.8111111111111109,0.8222222222222221,0.848888888888889
5,0.7934904601571268,0.8226711560044894,0.8058361391694724,0.8058361391694725,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
6,0.8244444444444445,0.8500000000000001,0.8255555555555555,0.8333333333333334,0.7955555555555556,0.8288888888888887,0.8377777777777778,0.8444444444444444,0.8111111111111109,0.8222222222222221,0.848888888888889
7,0.8258928571428571,0.8493303571428572,0.8236607142857143,0.8325892857142857,0.7968749999999999,0.8214285714285715,0.8225446428571428,0.84375,0.8113839285714286,0.8214285714285714,0.8493303571428572
8,0.8208286674132137,0.8253079507278835,0.8141097424412091,0.8107502799552071,0.7984322508398656,0.8062709966405374,0.8219484882418812,0.8152295632698768,0.801791713325868,0.810750279955207,0.8275475923852182
9,0.7934904601571268,0.8226711560044894,0.8058361391694724,0.8024691358024691,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
10,0.8158482142857143,0.8459821428571428,0.8292410714285714,0.8270089285714285,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
11,0.8327759197324414,0.8428093645484952,0.830546265328874,0.8450390189520625,0.7959866220735786,0.8216276477146042,0.8450390189520623,0.8260869565217391,0.8049052396878484,0.8205128205128204,0.83835005574136
12,0.8158482142857143,0.8459821428571428,0.828125,0.8247767857142858,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
13,0.7934904601571268,0.8226711560044894,0.8047138047138047,0.8114478114478114,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
14,0.8100558659217878,0.823463687150838,0.8201117318435754,0.8279329608938547,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8268156424581006,0.7988826815642458,0.8100558659217878,0.8201117318435754
15,0.8100558659217878,0.823463687150838,0.8212290502793296,0.8245810055865922,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8279329608938548,0.7988826815642458,0.8100558659217878,0.8201117318435754
16,0.8066666666666668,0.8144444444444444,0.821111111111111,0.8122222222222223,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
17,0.7934904601571268,0.8226711560044894,0.8058361391694724,0.8069584736251403,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
18,0.7935267857142857,0.8270089285714286,0.8125,0.8024553571428572,0.78125,0.8113839285714286,0.8169642857142858,0.8136160714285715,0.796875,0.8069196428571428,0.8236607142857144
19,0.8066666666666668,0.8144444444444444,0.821111111111111,0.8166666666666664,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
20,0.8100558659217878,0.823463687150838,0.8212290502793296,0.8324022346368716,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8279329608938548,0.7988826815642458,0.8100558659217878,0.8201117318435754
21,0.8190899001109879,0.8324084350721421,0.8168701442841289,0.8224195338512763,0.7902330743618203,0.8057713651498335,0.8290788013318535,0.8179800221975583,0.7957824639289678,0.8046614872364041,0.8235294117647061
22,0.8044444444444445,0.8311111111111111,0.8111111111111111,0.8133333333333332,0.7877777777777779,0.8077777777777778,0.8177777777777777,0.8166666666666668,0.8011111111111111,0.8077777777777778,0.8266666666666668
23,0.7934904601571268,0.8226711560044894,0.8047138047138047,0.8125701459034793,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
24,0.8190899001109879,0.8324084350721421,0.8146503884572698,0.8224195338512765,0.7902330743618203,0.8057713651498335,0.8290788013318535,0.8179800221975583,0.7957824639289678,0.8046614872364041,0.8235294117647061
25,0.8100558659217878,0.823463687150838,0.8223463687150838,0.8223463687150837,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8279329608938548,0.7988826815642458,0.8100558659217878,0.8201117318435754
26,0.8158482142857143,0.8459821428571428,0.8292410714285714,0.8325892857142856,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
27,0.8100558659217878,0.823463687150838,0.823463687150838,0.8312849162011173,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8279329608938548,0.7988826815642458,0.8100558659217878,0.8201117318435754
28,0.8258928571428571,0.8493303571428572,0.8225446428571429,0.8247767857142858,0.7968749999999999,0.8214285714285715,0.8225446428571428,0.84375,0.8113839285714286,0.8214285714285714,0.8493303571428572
29,0.8190899001109879,0.8324084350721421,0.8190899001109879,0.8224195338512765,0.7902330743618203,0.8057713651498335,0.8290788013318535,0.8179800221975583,0.7957824639289678,0.8046614872364041,0.8235294117647061
30,0.8158482142857143,0.8459821428571428,0.8292410714285715,0.8292410714285715,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
31,0.8002232142857142,0.8113839285714287,0.8080357142857144,0.8069196428571429,0.765625,0.8024553571428572,0.8046875000000001,0.8013392857142858,0.7868303571428571,0.8002232142857143,0.8080357142857143
32,0.8066666666666668,0.8144444444444444,0.82,0.8155555555555555,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
33,0.8187919463087248,0.8176733780760626,0.8109619686800895,0.8131991051454139,0.7774049217002238,0.7919463087248323,0.8042505592841163,0.8165548098434006,0.7930648769574945,0.7930648769574944,0.8109619686800895
34,0.8002232142857142,0.8113839285714287,0.8080357142857144,0.8024553571428572,0.765625,0.8024553571428572,0.8046875000000001,0.8013392857142858,0.7868303571428571,0.8002232142857143,0.8080357142857143
35,0.8044444444444445,0.8311111111111111,0.8122222222222222,0.8122222222222221,0.7877777777777779,0.8077777777777778,0.8177777777777777,0.8166666666666668,0.8011111111111111,0.8077777777777778,0.8266666666666668
36,0.8260381593714925,0.8294051627384962,0.8181818181818183,0.813692480359147,0.7878787878787881,0.813692480359147,0.8136924803591472,0.8170594837261504,0.7991021324354657,0.8148148148148149,0.8226711560044895
37,0.8158482142857143,0.8459821428571428,0.828125,0.828125,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
38,0.8100558659217878,0.823463687150838,0.8189944134078213,0.8268156424581006,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8268156424581006,0.7988826815642458,0.8100558659217878,0.8201117318435754
39,0.8077777777777777,0.8211111111111111,0.8099999999999999,0.8155555555555554,0.7799999999999999,0.8099999999999998,0.8166666666666665,0.8177777777777777,0.791111111111111,0.8133333333333334,0.82
40,0.8077777777777777,0.8211111111111111,0.8077777777777777,0.811111111111111,0.7799999999999999,0.8099999999999998,0.8166666666666665,0.8177777777777777,0.791111111111111,0.8133333333333334,0.82
41,0.8044444444444445,0.8311111111111111,0.8111111111111111,0.8144444444444445,0.7877777777777779,0.8077777777777778,0.8177777777777777,0.8166666666666668,0.8011111111111111,0.8077777777777778,0.8266666666666668
42,0.8187919463087248,0.8176733780760626,0.8120805369127516,0.8087248322147652,0.7774049217002238,0.7919463087248323,0.8042505592841163,0.8165548098434006,0.7930648769574945,0.7930648769574944,0.8109619686800895
43,0.7935267857142857,0.8270089285714286,0.8113839285714286,0.8002232142857143,0.78125,0.8113839285714286,0.8169642857142858,0.8136160714285715,0.796875,0.8069196428571428,0.8236607142857144
44,0.8244444444444445,0.8500000000000001,0.8255555555555555,0.8322222222222222,0.7955555555555556,0.8288888888888887,0.8377777777777778,0.8444444444444444,0.8111111111111109,0.8222222222222221,0.848888888888889
45,0.8066666666666668,0.8144444444444444,0.82,0.811111111111111,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
46,0.8244444444444445,0.8500000000000001,0.8266666666666667,0.8322222222222222,0.7955555555555556,0.8288888888888887,0.8377777777777778,0.8444444444444444,0.8111111111111109,0.8222222222222221,0.848888888888889
47,0.8190899001109879,0.8324084350721421,0.8157602663706993,0.8179800221975584,0.7902330743618203,0.8057713651498335,0.8290788013318535,0.8179800221975583,0.7957824639289678,0.8046614872364041,0.8235294117647061
48,0.8066666666666668,0.8144444444444444,0.821111111111111,0.8099999999999999,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
49,0.8244444444444445,0.8500000000000001,0.8266666666666665,0.8311111111111111,0.7955555555555556,0.8288888888888887,0.8377777777777778,0.8444444444444444,0.8111111111111109,0.8222222222222221,0.848888888888889
50,0.7934904601571268,0.8226711560044894,0.8047138047138047,0.8035914702581368,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
51,0.8190899001109879,0.8324084350721421,0.8168701442841289,0.8201997780244175,0.7902330743618203,0.8057713651498335,0.8290788013318535,0.8179800221975583,0.7957824639289678,0.8046614872364041,0.8235294117647061
52,0.8100558659217878,0.823463687150838,0.8212290502793296,0.8268156424581005,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8268156424581006,0.7988826815642458,0.8100558659217878,0.8201117318435754
53,0.8100558659217878,0.823463687150838,0.8201117318435753,0.8256983240223463,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8279329608938548,0.7988826815642458,0.8100558659217878,0.8201117318435754
54,0.8327759197324414,0.8428093645484952,0.8327759197324415,0.8361204013377926,0.7959866220735786,0.8216276477146042,0.8450390189520623,0.8260869565217391,0.8049052396878484,0.8205128205128204,0.83835005574136
55,0.8187919463087248,0.8176733780760626,0.8109619686800895,0.8154362416107382,0.7774049217002238,0.7919463087248323,0.8042505592841163,0.8165548098434006,0.7930648769574945,0.7930648769574944,0.8109619686800895
56,0.8002232142857142,0.8113839285714287,0.8080357142857144,0.8069196428571429,0.765625,0.8024553571428572,0.8046875000000001,0.8013392857142858,0.7868303571428571,0.8002232142857143,0.8080357142857143
57,0.8258928571428571,0.8493303571428572,0.8225446428571429,0.8292410714285714,0.7968749999999999,0.8214285714285715,0.8225446428571428,0.84375,0.8113839285714286,0.8214285714285714,0.8493303571428572
58,0.8002232142857142,0.8113839285714287,0.8091517857142859,0.8013392857142857,0.765625,0.8024553571428572,0.8046875000000001,0.8013392857142858,0.7868303571428571,0.8002232142857143,0.8080357142857143
59,0.8327759197324414,0.8428093645484952,0.8316610925306577,0.8361204013377928,0.7959866220735786,0.8216276477146042,0.8450390189520623,0.8260869565217391,0.8049052396878484,0.8205128205128204,0.83835005574136
60,0.8158482142857143,0.8459821428571428,0.8303571428571429,0.8292410714285714,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
61,0.8158482142857143,0.8459821428571428,0.828125,0.8292410714285714,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
62,0.8260381593714925,0.8294051627384962,0.8181818181818183,0.8215488215488216,0.7878787878787881,0.813692480359147,0.8136924803591472,0.8170594837261504,0.7991021324354657,0.8148148148148149,0.8226711560044895
63,0.7934904601571268,0.8226711560044894,0.8047138047138047,0.8058361391694724,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
64,0.8244444444444445,0.8500000000000001,0.8277777777777777,0.8322222222222221,0.7955555555555556,0.8288888888888887,0.8377777777777778,0.8444444444444444,0.8111111111111109,0.8222222222222221,0.848888888888889
65,0.8044444444444445,0.8311111111111111,0.8111111111111111,0.8166666666666664,0.7877777777777779,0.8077777777777778,0.8177777777777777,0.8166666666666668,0.8011111111111111,0.8077777777777778,0.8266666666666668
66,0.8044444444444445,0.8311111111111111,0.8133333333333334,0.8166666666666669,0.7877777777777779,0.8077777777777778,0.8177777777777777,0.8166666666666668,0.8011111111111111,0.8077777777777778,0.8266666666666668
67,0.8260381593714925,0.8294051627384962,0.8181818181818183,0.8215488215488216,0.7878787878787881,0.813692480359147,0.8136924803591472,0.8170594837261504,0.7991021324354657,0.8148148148148149,0.8226711560044895
68,0.8002232142857142,0.8113839285714287,0.8080357142857144,0.8013392857142858,0.765625,0.8024553571428572,0.8046875000000001,0.8013392857142858,0.7868303571428571,0.8002232142857143,0.8080357142857143
69,0.8077777777777777,0.8211111111111111,0.8088888888888889,0.81,0.7799999999999999,0.8099999999999998,0.8166666666666665,0.8177777777777777,0.791111111111111,0.8133333333333334,0.82
70,0.8258928571428571,0.8493303571428572,0.8236607142857143,0.8247767857142856,0.7968749999999999,0.8214285714285715,0.8225446428571428,0.84375,0.8113839285714286,0.8214285714285714,0.8493303571428572
71,0.8077777777777777,0.8211111111111111,0.8088888888888889,0.8099999999999999,0.7799999999999999,0.8099999999999998,0.8166666666666665,0.8177777777777777,0.791111111111111,0.8133333333333334,0.82
72,0.8100558659217878,0.823463687150838,0.8201117318435754,0.8279329608938548,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8268156424581006,0.7988826815642458,0.8100558659217878,0.8201117318435754
73,0.8208286674132137,0.8253079507278835,0.8107502799552069,0.8152295632698767,0.7984322508398656,0.8062709966405374,0.8219484882418812,0.8152295632698768,0.801791713325868,0.810750279955207,0.8275475923852182
74,0.8066666666666668,0.8144444444444444,0.8211111111111111,0.8166666666666667,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
75,0.8208286674132137,0.8253079507278835,0.8129899216125418,0.8141097424412093,0.7984322508398656,0.8062709966405374,0.8219484882418812,0.8152295632698768,0.801791713325868,0.810750279955207,0.8275475923852182
76,0.8100558659217878,0.823463687150838,0.8223463687150838,0.8279329608938548,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8268156424581006,0.7988826815642458,0.8100558659217878,0.8201117318435754
77,0.8190899001109879,0.8324084350721421,0.8168701442841289,0.8268590455049944,0.7902330743618203,0.8057713651498335,0.8290788013318535,0.8179800221975583,0.7957824639289678,0.8046614872364041,0.8235294117647061
78,0.8100558659217878,0.823463687150838,0.823463687150838,0.8279329608938547,0.7832402234636872,0.8078212290502793,0.8022346368715084,0.8279329608938548,0.7988826815642458,0.8100558659217878,0.8201117318435754
79,0.7935267857142857,0.8270089285714286,0.8136160714285714,0.8147321428571428,0.78125,0.8113839285714286,0.8169642857142858,0.8136160714285715,0.796875,0.8069196428571428,0.8236607142857144
80,0.8044444444444445,0.8311111111111111,0.8099999999999999,0.8166666666666667,0.7877777777777779,0.8077777777777778,0.8177777777777777,0.8166666666666668,0.8011111111111111,0.8077777777777778,0.8266666666666668
81,0.8158482142857143,0.8459821428571428,0.828125,0.8348214285714286,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
82,0.8158482142857143,0.8459821428571428,0.828125,0.8337053571428572,0.8035714285714286,0.8292410714285714,0.8214285714285714,0.8426339285714286,0.8203124999999999,0.828125,0.8448660714285715
83,0.8077777777777777,0.8211111111111111,0.8066666666666665,0.8033333333333333,0.7799999999999999,0.8099999999999998,0.8166666666666665,0.8177777777777777,0.791111111111111,0.8133333333333334,0.82
84,0.8077777777777777,0.8211111111111111,0.8077777777777778,0.8066666666666665,0.7799999999999999,0.8099999999999998,0.8166666666666665,0.8177777777777777,0.791111111111111,0.8133333333333334,0.82
85,0.8066666666666668,0.8144444444444444,0.8211111111111111,0.8199999999999998,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
86,0.7935267857142857,0.8270089285714286,0.8125,0.8069196428571429,0.78125,0.8113839285714286,0.8169642857142858,0.8136160714285715,0.796875,0.8069196428571428,0.8236607142857144
87,0.8077777777777777,0.8211111111111111,0.8077777777777777,0.8166666666666667,0.7799999999999999,0.8099999999999998,0.8166666666666665,0.8177777777777777,0.791111111111111,0.8133333333333334,0.82
88,0.8002232142857142,0.8113839285714287,0.806919642857143,0.7968750000000001,0.765625,0.8024553571428572,0.8046875000000001,0.8013392857142858,0.7868303571428571,0.8002232142857143,0.8080357142857143
89,0.8327759197324414,0.8428093645484952,0.830546265328874,0.8383500557413601,0.7959866220735786,0.8216276477146042,0.8450390189520623,0.8260869565217391,0.8049052396878484,0.8205128205128204,0.83835005574136
90,0.7934904601571268,0.8226711560044894,0.8047138047138047,0.8047138047138047,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
91,0.8044444444444445,0.8311111111111111,0.8088888888888889,0.81,0.7877777777777779,0.8077777777777778,0.8177777777777777,0.8166666666666668,0.8011111111111111,0.8077777777777778,0.8266666666666668
92,0.7935267857142857,0.8270089285714286,0.8113839285714286,0.8091517857142856,0.78125,0.8113839285714286,0.8169642857142858,0.8136160714285715,0.796875,0.8069196428571428,0.8236607142857144
93,0.8066666666666668,0.8144444444444444,0.8211111111111111,0.8077777777777777,0.7611111111111111,0.7966666666666665,0.8033333333333333,0.7988888888888889,0.7833333333333333,0.8011111111111111,0.8055555555555556
94,0.7934904601571268,0.8226711560044894,0.8047138047138047,0.8080808080808081,0.7710437710437712,0.7968574635241302,0.7912457912457912,0.8069584736251404,0.7867564534231202,0.7923681257014591,0.8181818181818182
95,0.8187919463087248,0.8176733780760626,0.8131991051454138,0.8120805369127516,0.7774049217002238,0.7919463087248323,0.8042505592841163,0.8165548098434006,0.7930648769574945,0.7930648769574944,0.8109619686800895
96,0.8190899001109879,0.8324084350721421,0.8168701442841289,0.8235294117647061,0.7902330743618203,0.8057713651498335,0.8290788013318535,0.8179800221975583,0.7957824639289678,0.8046614872364041,0.8235294117647061
97,0.8260381593714925,0.8294051627384962,0.8181818181818183,0.8215488215488216,0.7878787878787881,0.813692480359147,0.8136924803591472,0.8170594837261504,0.7991021324354657,0.8148148148148149,0.8226711560044895
98,0.7935267857142857,0.8270089285714286,0.8147321428571428,0.8091517857142857,0.78125,0.8113839285714286,0.8169642857142858,0.8136160714285715,0.796875,0.8069196428571428,0.8236607142857144
99,0.8187919463087248,0.8176733780760626,0.8120805369127516,0.8098434004474274,0.7774049217002238,0.7919463087248323,0.8042505592841163,0.8165548098434006,0.7930648769574945,0.7930648769574944,0.8109619686800895
